grid_id,city,district,centroid_lat,centroid_lon,cell_size_km,land_use_type,population_est,household_count_est,income_bracket,age_0_14_pct,age_15_34_pct,age_35_54_pct,age_55plus_pct
GRD-0219,Surabaya,Sukolilo,-7.225056,112.761168,0.5,office,557,128,middle,0.086,0.459,0.373,0.062
GRD-0220,Surabaya,Gubeng,-7.195962,112.778216,0.5,residential,3704,1091,middle,0.252,0.276,0.33,0.158
GRD-0221,Surabaya,Tegalsari,-7.327001,112.754944,0.5,commercial,1157,262,middle,0.204,0.334,0.318,0.114
GRD-0222,Surabaya,Rungkut,-7.235874,112.85042,0.5,residential,4901,1153,high,0.218,0.295,0.349,0.136
GRD-0223,Surabaya,Sukolilo,-7.3349,112.676228,0.5,residential,4778,1220,middle,0.261,0.301,0.345,0.111
GRD-0224,Surabaya,Bubutan,-7.304811,112.674356,0.5,residential,2412,724,middle,0.227,0.302,0.311,0.135
GRD-0225,Surabaya,Lakarsantri,-7.251448,112.684927,0.5,residential,2928,714,middle,0.212,0.323,0.31,0.124
GRD-0226,Surabaya,Mulyorejo,-7.302046,112.834808,0.5,residential,5148,1193,upper_middle,0.251,0.328,0.304,0.128
GRD-0227,Surabaya,Mulyorejo,-7.349671,112.766237,0.5,residential,3507,821,lower_middle,0.254,0.316,0.342,0.159
GRD-0228,Surabaya,Sukolilo,-7.192248,112.794443,0.5,mixed,1755,509,low,0.22,0.37,0.315,0.117
GRD-0229,Surabaya,Sukolilo,-7.356903,112.722737,0.5,residential,3701,906,high,0.225,0.299,0.317,0.168
GRD-0230,Surabaya,Mulyorejo,-7.281107,112.680894,0.5,residential,2859,838,lower_middle,0.244,0.328,0.341,0.149
GRD-0231,Surabaya,Bubutan,-7.169142,112.741368,0.5,commercial,1270,319,middle,0.171,0.335,0.348,0.108
GRD-0232,Surabaya,Bubutan,-7.340568,112.68522,0.5,mixed,3080,755,middle,0.219,0.344,0.306,0.121
GRD-0233,Surabaya,Mulyorejo,-7.330799,112.80116,0.5,commercial,911,277,low,0.229,0.358,0.352,0.106
GRD-0234,Surabaya,Sukolilo,-7.314556,112.823776,0.5,residential,3918,1084,middle,0.218,0.272,0.32,0.128
GRD-0235,Surabaya,Gubeng,-7.199417,112.666409,0.5,commercial,1002,245,middle,0.208,0.349,0.356,0.112
GRD-0236,Surabaya,Rungkut,-7.205597,112.78087,0.5,residential,3728,889,upper_middle,0.221,0.311,0.31,0.115
GRD-0237,Surabaya,Sukolilo,-7.321896,112.749737,0.5,residential,3157,733,lower_middle,0.238,0.322,0.325,0.167
GRD-0238,Surabaya,Wonokromo,-7.27597,112.774442,0.5,mixed,3370,782,low,0.178,0.332,0.325,0.124
GRD-0239,Surabaya,Mulyorejo,-7.230382,112.651997,0.5,mixed,1531,446,middle,0.208,0.32,0.316,0.136
GRD-0240,Surabaya,Lakarsantri,-7.301707,112.756167,0.5,mixed,1560,415,middle,0.196,0.349,0.3,0.122
GRD-0241,Surabaya,Mulyorejo,-7.286018,112.840709,0.5,mixed,1980,477,low,0.184,0.373,0.319,0.096
GRD-0242,Surabaya,Wonokromo,-7.18552,112.7254,0.5,mixed,2391,616,middle,0.196,0.361,0.308,0.15
GRD-0243,Surabaya,Rungkut,-7.333189,112.752155,0.5,office,383,85,lower_middle,0.083,0.421,0.38,0.047
GRD-0244,Surabaya,Bubutan,-7.34549,112.776142,0.5,mixed,3390,835,high,0.209,0.321,0.341,0.115
GRD-0245,Surabaya,Lakarsantri,-7.277015,112.687841,0.5,mixed,1238,305,middle,0.186,0.356,0.308,0.14
GRD-0246,Surabaya,Wonokromo,-7.291845,112.745217,0.5,residential,5014,1191,middle,0.26,0.328,0.311,0.135
GRD-0247,Surabaya,Tegalsari,-7.270396,112.710438,0.5,mixed,2554,770,low,0.177,0.354,0.33,0.147
GRD-0248,Surabaya,Wonokromo,-7.214141,112.83782,0.5,office,453,139,lower_middle,0.119,0.472,0.401,0.062
GRD-0249,Surabaya,Wonokromo,-7.21762,112.671964,0.5,residential,4905,1434,middle,0.231,0.296,0.327,0.163
GRD-0250,Surabaya,Rungkut,-7.287752,112.765289,0.5,residential,3439,900,middle,0.235,0.323,0.3,0.118
GRD-0251,Surabaya,Rungkut,-7.268146,112.844362,0.5,residential,4219,1001,middle,0.247,0.322,0.343,0.154
GRD-0252,Surabaya,Lakarsantri,-7.246667,112.649767,0.5,residential,3484,965,lower_middle,0.252,0.311,0.336,0.145
GRD-0253,Surabaya,Mulyorejo,-7.26875,112.833229,0.5,commercial,1186,310,upper_middle,0.21,0.358,0.309,0.14
GRD-0254,Surabaya,Gubeng,-7.324015,112.674004,0.5,commercial,1261,382,upper_middle,0.199,0.334,0.358,0.093
GRD-0255,Surabaya,Bubutan,-7.297479,112.72015,0.5,mixed,3080,714,middle,0.197,0.327,0.33,0.129
GRD-0256,Surabaya,Gubeng,-7.239373,112.722348,0.5,mixed,2447,601,lower_middle,0.227,0.342,0.303,0.103
GRD-0257,Surabaya,Lakarsantri,-7.284393,112.683817,0.5,mixed,3053,875,upper_middle,0.19,0.37,0.358,0.108
GRD-0258,Surabaya,Gubeng,-7.332095,112.728757,0.5,mixed,1775,514,lower_middle,0.177,0.371,0.313,0.139
GRD-0259,Surabaya,Bubutan,-7.217327,112.727131,0.5,residential,4393,989,middle,0.218,0.3,0.322,0.113
GRD-0260,Surabaya,Lakarsantri,-7.346191,112.807911,0.5,office,898,269,upper_middle,0.109,0.456,0.369,0.093
GRD-0261,Semarang,Semarang Barat,-7.026385,110.379361,0.5,residential,3204,804,low,0.263,0.301,0.341,0.143
GRD-0262,Semarang,Candisari,-7.038472,110.416514,0.5,commercial,895,220,lower_middle,0.229,0.359,0.357,0.12
GRD-0263,Semarang,Semarang Tengah,-6.932506,110.3904,0.5,mixed,3167,738,upper_middle,0.187,0.371,0.348,0.121
GRD-0264,Semarang,Semarang Tengah,-6.982999,110.428238,0.5,residential,4872,1135,lower_middle,0.251,0.288,0.335,0.112
GRD-0265,Semarang,Candisari,-6.949284,110.479244,0.5,mixed,3498,826,middle,0.212,0.362,0.303,0.113
GRD-0266,Semarang,Gajahmungkur,-7.044038,110.432805,0.5,office,357,85,middle,0.122,0.47,0.405,0.082
GRD-0267,Semarang,Candisari,-7.058417,110.422409,0.5,mixed,1992,487,lower_middle,0.181,0.33,0.331,0.113
GRD-0268,Semarang,Semarang Barat,-7.01168,110.370172,0.5,residential,2844,836,middle,0.219,0.289,0.293,0.166
GRD-0269,Semarang,Pedurungan,-7.047314,110.386602,0.5,mixed,2666,765,lower_middle,0.181,0.324,0.33,0.115
GRD-0270,Semarang,Semarang Barat,-6.960751,110.470449,0.5,mixed,2559,577,lower_middle,0.207,0.348,0.334,0.135
GRD-0271,Semarang,Gajahmungkur,-6.950079,110.469751,0.5,residential,4430,1199,upper_middle,0.258,0.277,0.305,0.153
GRD-0272,Semarang,Gajahmungkur,-6.994548,110.407532,0.5,commercial,1296,320,lower_middle,0.189,0.325,0.306,0.148
GRD-0273,Semarang,Semarang Tengah,-7.007969,110.350022,0.5,residential,4378,1024,lower_middle,0.263,0.314,0.316,0.159
GRD-0274,Semarang,Semarang Tengah,-7.01324,110.41172,0.5,commercial,479,113,low,0.203,0.354,0.314,0.106
GRD-0275,Semarang,Pedurungan,-7.030065,110.385517,0.5,residential,3395,848,middle,0.255,0.305,0.332,0.114
GRD-0276,Semarang,Gajahmungkur,-6.944887,110.482136,0.5,commercial,1081,334,upper_middle,0.179,0.333,0.345,0.138
GRD-0277,Semarang,Semarang Barat,-6.921435,110.399305,0.5,residential,5056,1494,upper_middle,0.213,0.304,0.314,0.143
GRD-0278,Semarang,Gajahmungkur,-6.970285,110.42622,0.5,residential,4445,1111,lower_middle,0.225,0.277,0.33,0.144
GRD-0279,Semarang,Candisari,-7.012109,110.420425,0.5,commercial,895,269,low,0.214,0.349,0.32,0.098
GRD-0280,Semarang,Candisari,-6.9546,110.473794,0.5,residential,2592,639,lower_middle,0.252,0.279,0.324,0.158
GRD-0281,Semarang,Gajahmungkur,-6.923962,110.45943,0.5,residential,2707,652,low,0.263,0.298,0.312,0.128
GRD-0282,Semarang,Candisari,-6.93941,110.447584,0.5,residential,2949,735,upper_middle,0.254,0.324,0.341,0.148
GRD-0283,Semarang,Candisari,-7.027969,110.355526,0.5,residential,1950,500,upper_middle,0.249,0.279,0.314,0.163
GRD-0284,Semarang,Semarang Barat,-7.04187,110.459415,0.5,commercial,1112,274,middle,0.221,0.368,0.337,0.1
GRD-0285,Semarang,Semarang Barat,-6.973927,110.365039,0.5,commercial,1290,308,low,0.184,0.336,0.314,0.13
GRD-0286,Semarang,Pedurungan,-7.049581,110.435442,0.5,commercial,381,93,lower_middle,0.201,0.37,0.35,0.106
GRD-0287,Semarang,Pedurungan,-6.940096,110.448049,0.5,residential,4476,1022,lower_middle,0.241,0.291,0.342,0.139
GRD-0288,Semarang,Candisari,-7.027484,110.375311,0.5,mixed,1878,527,middle,0.179,0.329,0.336,0.139
GRD-0289,Semarang,Gajahmungkur,-6.959503,110.363212,0.5,mixed,3161,782,middle,0.195,0.335,0.308,0.126
GRD-0290,Semarang,Candisari,-6.995562,110.390411,0.5,residential,2481,623,high,0.244,0.271,0.333,0.15
GRD-0291,Semarang,Pedurungan,-6.971051,110.45763,0.5,commercial,649,163,upper_middle,0.218,0.369,0.311,0.13
GRD-0292,Semarang,Gajahmungkur,-7.034354,110.413516,0.5,office,537,161,lower_middle,0.082,0.472,0.38,0.065
GRD-0293,Semarang,Pedurungan,-6.975364,110.446283,0.5,office,665,200,upper_middle,0.11,0.474,0.382,0.04
GRD-0294,Semarang,Pedurungan,-7.063938,110.385972,0.5,commercial,1385,326,lower_middle,0.217,0.343,0.335,0.134
GRD-0295,Semarang,Semarang Tengah,-7.060027,110.396873,0.5,residential,2842,655,lower_middle,0.235,0.281,0.333,0.157
GRD-0296,Semarang,Semarang Tengah,-6.95162,110.466148,0.5,residential,2641,704,low,0.245,0.286,0.322,0.144
GRD-0297,Semarang,Pedurungan,-6.996467,110.484114,0.5,mixed,3461,883,lower_middle,0.185,0.338,0.321,0.132
GRD-0298,Semarang,Semarang Tengah,-7.048155,110.463247,0.5,mixed,1862,441,middle,0.218,0.357,0.341,0.093
GRD-0299,Semarang,Semarang Tengah,-7.031322,110.386813,0.5,mixed,2983,810,lower_middle,0.207,0.363,0.356,0.114
GRD-0300,Semarang,Candisari,-6.929237,110.40527,0.5,residential,4968,1154,low,0.266,0.301,0.302,0.157
GRD-0301,Semarang,Candisari,-7.048122,110.401723,0.5,residential,1947,572,low,0.27,0.317,0.311,0.134
GRD-0302,Semarang,Semarang Tengah,-7.000106,110.358151,0.5,office,505,142,high,0.106,0.432,0.406,0.074
GRD-0303,Semarang,Semarang Tengah,-6.970374,110.385465,0.5,commercial,996,224,upper_middle,0.223,0.369,0.334,0.132
GRD-0304,Semarang,Semarang Barat,-7.024006,110.346251,0.5,mixed,3079,805,upper_middle,0.185,0.343,0.347,0.103
GRD-0305,Semarang,Pedurungan,-7.05775,110.441504,0.5,office,867,246,upper_middle,0.076,0.46,0.399,0.045
GRD-0306,Semarang,Gajahmungkur,-6.981715,110.342317,0.5,residential,4149,1204,high,0.254,0.284,0.305,0.126
GRD-0307,Semarang,Candisari,-7.02662,110.440196,0.5,residential,4990,1228,middle,0.247,0.316,0.322,0.113
GRD-0308,Semarang,Pedurungan,-7.031918,110.379108,0.5,mixed,2325,530,high,0.187,0.333,0.335,0.093
GRD-0309,Semarang,Candisari,-6.983356,110.347945,0.5,residential,3222,784,high,0.238,0.311,0.291,0.123
GRD-0310,Semarang,Candisari,-6.93821,110.39188,0.5,mixed,3446,775,lower_middle,0.191,0.331,0.325,0.115
GRD-0311,Semarang,Pedurungan,-6.940474,110.373421,0.5,residential,2536,596,middle,0.253,0.318,0.323,0.161
GRD-0312,Semarang,Semarang Barat,-7.027342,110.431486,0.5,commercial,1163,267,low,0.208,0.352,0.319,0.119
GRD-0313,Semarang,Semarang Tengah,-7.02474,110.446088,0.5,residential,4628,1212,upper_middle,0.248,0.297,0.31,0.132
GRD-0314,Semarang,Gajahmungkur,-7.018404,110.475928,0.5,residential,3486,1008,high,0.245,0.309,0.3,0.157
GRD-0315,Semarang,Pedurungan,-7.035999,110.397709,0.5,mixed,1521,378,lower_middle,0.179,0.33,0.348,0.11
GRD-0316,Semarang,Semarang Tengah,-7.021227,110.361861,0.5,residential,3207,778,middle,0.246,0.294,0.343,0.157
GRD-0317,Semarang,Candisari,-7.071753,110.419253,0.5,office,173,49,low,0.085,0.465,0.395,0.053
GRD-0318,Semarang,Pedurungan,-6.964336,110.462772,0.5,commercial,1373,343,low,0.175,0.376,0.323,0.104
GRD-0319,Semarang,Semarang Barat,-6.968856,110.35457,0.5,residential,2498,569,lower_middle,0.262,0.298,0.342,0.166
GRD-0320,Semarang,Candisari,-6.948126,110.460278,0.5,residential,4247,1091,middle,0.265,0.299,0.304,0.115
GRD-0321,Yogyakarta,Sleman,-7.774642,110.335124,0.5,residential,1800,462,lower_middle,0.251,0.3,0.335,0.128
GRD-0322,Yogyakarta,Depok (Sleman),-7.85583,110.388397,0.5,residential,1829,466,middle,0.234,0.28,0.334,0.133
GRD-0323,Yogyakarta,Kotagede,-7.751415,110.365855,0.5,commercial,883,208,upper_middle,0.195,0.371,0.311,0.107
GRD-0324,Yogyakarta,Umbulharjo,-7.834371,110.326618,0.5,mixed,1969,441,lower_middle,0.171,0.378,0.317,0.098
GRD-0325,Yogyakarta,Gondokusuman,-7.793141,110.417602,0.5,residential,3821,901,lower_middle,0.27,0.298,0.337,0.13
GRD-0326,Yogyakarta,Gondokusuman,-7.815404,110.433252,0.5,residential,3407,793,lower_middle,0.259,0.32,0.297,0.156
GRD-0327,Yogyakarta,Kotagede,-7.831242,110.374326,0.5,residential,1937,433,middle,0.238,0.311,0.309,0.129
GRD-0328,Yogyakarta,Depok (Sleman),-7.780624,110.425186,0.5,commercial,911,279,lower_middle,0.21,0.378,0.314,0.116
GRD-0329,Yogyakarta,Depok (Sleman),-7.804105,110.371958,0.5,residential,5032,1228,middle,0.251,0.279,0.336,0.125
GRD-0330,Yogyakarta,Umbulharjo,-7.842487,110.349354,0.5,office,514,125,middle,0.117,0.428,0.364,0.099
GRD-0331,Yogyakarta,Kotagede,-7.859544,110.372218,0.5,mixed,2747,629,low,0.199,0.346,0.318,0.132
GRD-0332,Yogyakarta,Umbulharjo,-7.766659,110.381788,0.5,residential,3718,983,middle,0.259,0.302,0.317,0.157
GRD-0333,Yogyakarta,Gondokusuman,-7.846595,110.364196,0.5,commercial,956,214,low,0.219,0.331,0.341,0.136
GRD-0334,Yogyakarta,Kotagede,-7.767916,110.363598,0.5,commercial,1371,320,low,0.178,0.372,0.312,0.119
GRD-0335,Yogyakarta,Kotagede,-7.805373,110.348878,0.5,mixed,2248,544,lower_middle,0.171,0.375,0.339,0.146
GRD-0336,Yogyakarta,Gondokusuman,-7.782494,110.304476,0.5,residential,4845,1211,low,0.242,0.314,0.34,0.115
GRD-0337,Yogyakarta,Gondokusuman,-7.79969,110.335952,0.5,mixed,2778,788,middle,0.208,0.331,0.345,0.115
GRD-0338,Yogyakarta,Umbulharjo,-7.813509,110.354281,0.5,mixed,2949,753,upper_middle,0.2,0.359,0.332,0.126
GRD-0339,Yogyakarta,Depok (Sleman),-7.835646,110.427,0.5,office,798,193,middle,0.107,0.454,0.363,0.086
GRD-0340,Yogyakarta,Kotagede,-7.726263,110.367702,0.5,residential,3426,885,middle,0.27,0.288,0.308,0.123
GRD-0341,Yogyakarta,Umbulharjo,-7.786537,110.436168,0.5,office,246,67,low,0.078,0.442,0.385,0.054
GRD-0342,Yogyakarta,Kotagede,-7.760167,110.424391,0.5,commercial,964,226,lower_middle,0.211,0.355,0.354,0.126
GRD-0343,Yogyakarta,Depok (Sleman),-7.834814,110.364699,0.5,residential,4995,1327,upper_middle,0.266,0.277,0.336,0.155
GRD-0344,Yogyakarta,Kotagede,-7.824391,110.429922,0.5,residential,3947,1089,middle,0.252,0.279,0.33,0.17
GRD-0345,Yogyakarta,Depok (Sleman),-7.86661,110.370779,0.5,commercial,893,246,low,0.199,0.365,0.333,0.106
GRD-0346,Yogyakarta,Sleman,-7.777397,110.327413,0.5,mixed,3490,885,lower_middle,0.204,0.38,0.331,0.105
GRD-0347,Yogyakarta,Depok (Sleman),-7.779779,110.33553,0.5,residential,4551,1258,lower_middle,0.246,0.271,0.308,0.169
GRD-0348,Yogyakarta,Kotagede,-7.799096,110.426495,0.5,commercial,778,229,middle,0.214,0.325,0.344,0.105
GRD-0349,Yogyakarta,Umbulharjo,-7.750144,110.403868,0.5,residential,4641,1278,middle,0.254,0.283,0.323,0.155
GRD-0350,Yogyakarta,Sleman,-7.832886,110.330928,0.5,mixed,1275,328,upper_middle,0.185,0.324,0.312,0.132
GRD-0351,Yogyakarta,Gondokusuman,-7.787402,110.332526,0.5,residential,4504,1041,low,0.249,0.284,0.313,0.169
GRD-0352,Yogyakarta,Depok (Sleman),-7.774751,110.360322,0.5,commercial,1325,321,middle,0.172,0.375,0.318,0.119
GRD-0353,Yogyakarta,Umbulharjo,-7.788438,110.431845,0.5,residential,3038,757,upper_middle,0.263,0.323,0.339,0.112
GRD-0354,Yogyakarta,Sleman,-7.742874,110.359281,0.5,residential,3409,766,lower_middle,0.247,0.308,0.304,0.124
GRD-0355,Yogyakarta,Depok (Sleman),-7.800785,110.397445,0.5,residential,4020,1030,low,0.258,0.322,0.309,0.152
GRD-0356,Yogyakarta,Sleman,-7.756418,110.404254,0.5,mixed,1847,417,middle,0.177,0.339,0.353,0.134
GRD-0357,Yogyakarta,Kotagede,-7.838726,110.41593,0.5,office,305,91,upper_middle,0.081,0.466,0.387,0.056
GRD-0358,Yogyakarta,Sleman,-7.741718,110.376054,0.5,residential,1906,565,upper_middle,0.261,0.298,0.329,0.121
GRD-0359,Yogyakarta,Sleman,-7.788261,110.324829,0.5,residential,1932,554,high,0.25,0.282,0.302,0.121
GRD-0360,Yogyakarta,Depok (Sleman),-7.769383,110.303532,0.5,commercial,805,247,middle,0.214,0.343,0.319,0.127
GRD-0361,Yogyakarta,Depok (Sleman),-7.83012,110.317395,0.5,commercial,1366,320,middle,0.173,0.38,0.331,0.114
GRD-0362,Yogyakarta,Depok (Sleman),-7.817516,110.311182,0.5,mixed,1977,550,lower_middle,0.22,0.348,0.325,0.127
GRD-0363,Yogyakarta,Sleman,-7.797391,110.352607,0.5,commercial,485,141,middle,0.205,0.374,0.333,0.114
GRD-0364,Yogyakarta,Kotagede,-7.78921,110.410367,0.5,commercial,1231,300,lower_middle,0.224,0.368,0.343,0.097
GRD-0365,Yogyakarta,Umbulharjo,-7.787987,110.346153,0.5,residential,4697,1272,high,0.233,0.316,0.345,0.144
GRD-0366,Yogyakarta,Sleman,-7.748228,110.404197,0.5,residential,4716,1123,lower_middle,0.237,0.308,0.297,0.118
GRD-0367,Yogyakarta,Umbulharjo,-7.818199,110.34598,0.5,residential,3838,1094,upper_middle,0.245,0.299,0.315,0.115
GRD-0368,Yogyakarta,Depok (Sleman),-7.739799,110.371372,0.5,residential,4374,1337,lower_middle,0.231,0.279,0.292,0.145
GRD-0369,Yogyakarta,Gondokusuman,-7.746734,110.341935,0.5,residential,3507,864,lower_middle,0.252,0.304,0.324,0.168
GRD-0370,Yogyakarta,Gondokusuman,-7.747576,110.329304,0.5,residential,3025,723,upper_middle,0.261,0.274,0.318,0.117
GRD-0371,Yogyakarta,Kotagede,-7.736891,110.337306,0.5,commercial,419,94,middle,0.202,0.325,0.343,0.126
GRD-0372,Yogyakarta,Kotagede,-7.857243,110.352187,0.5,commercial,1376,376,high,0.178,0.354,0.331,0.128
GRD-0373,Yogyakarta,Depok (Sleman),-7.749847,110.391263,0.5,residential,2989,745,low,0.217,0.321,0.338,0.17
GRD-0374,Yogyakarta,Depok (Sleman),-7.755505,110.345979,0.5,mixed,1246,295,lower_middle,0.188,0.35,0.319,0.09
GRD-0375,Yogyakarta,Depok (Sleman),-7.74548,110.336786,0.5,commercial,697,158,upper_middle,0.199,0.348,0.302,0.098
GRD-0376,Yogyakarta,Depok (Sleman),-7.788642,110.341698,0.5,mixed,2895,699,lower_middle,0.189,0.352,0.312,0.131
GRD-0377,Yogyakarta,Umbulharjo,-7.83729,110.419101,0.5,residential,2411,601,high,0.261,0.304,0.313,0.146
GRD-0378,Yogyakarta,Umbulharjo,-7.862612,110.370155,0.5,mixed,2895,786,upper_middle,0.22,0.338,0.332,0.101
GRD-0379,Yogyakarta,Sleman,-7.785336,110.412777,0.5,office,644,189,upper_middle,0.09,0.449,0.402,0.059
GRD-0380,Yogyakarta,Gondokusuman,-7.836526,110.374582,0.5,mixed,1743,471,low,0.222,0.327,0.319,0.093
GRD-0381,Malang,Blimbing,-8.008465,112.673245,0.5,commercial,1366,423,upper_middle,0.216,0.358,0.313,0.102
GRD-0382,Malang,Sukun,-7.973399,112.599211,0.5,mixed,1811,407,low,0.204,0.326,0.333,0.123
GRD-0383,Malang,Blimbing,-7.978055,112.663669,0.5,commercial,937,240,upper_middle,0.173,0.322,0.354,0.093
GRD-0384,Malang,Sukun,-7.946482,112.666405,0.5,residential,4241,1227,lower_middle,0.256,0.319,0.295,0.165
GRD-0385,Malang,Klojen,-7.989381,112.5819,0.5,mixed,3118,772,lower_middle,0.216,0.348,0.357,0.099
GRD-0386,Malang,Blimbing,-7.906993,112.629552,0.5,residential,4665,1420,middle,0.217,0.299,0.341,0.127
GRD-0387,Malang,Kedungkandang,-7.983437,112.599066,0.5,residential,5148,1217,middle,0.242,0.294,0.315,0.147
GRD-0388,Malang,Sukun,-7.974223,112.679104,0.5,residential,2652,679,upper_middle,0.224,0.31,0.295,0.166
GRD-0389,Malang,Kedungkandang,-7.96259,112.584518,0.5,commercial,499,112,lower_middle,0.174,0.327,0.349,0.136
GRD-0390,Malang,Klojen,-7.965209,112.593428,0.5,residential,5146,1358,middle,0.227,0.307,0.317,0.122
GRD-0391,Malang,Blimbing,-7.910389,112.614262,0.5,office,746,166,low,0.094,0.428,0.368,0.062
GRD-0392,Malang,Kedungkandang,-7.951292,112.677173,0.5,mixed,1649,401,lower_middle,0.194,0.339,0.323,0.113
GRD-0393,Malang,Sukun,-8.006298,112.608032,0.5,residential,4075,906,lower_middle,0.25,0.278,0.294,0.111
GRD-0394,Malang,Sukun,-7.96213,112.578706,0.5,office,807,187,upper_middle,0.124,0.462,0.406,0.077
GRD-0395,Malang,Sukun,-7.947093,112.594462,0.5,residential,2724,708,low,0.254,0.313,0.306,0.166
GRD-0396,Malang,Klojen,-7.956608,112.679878,0.5,commercial,531,130,middle,0.179,0.364,0.359,0.149
GRD-0397,Malang,Klojen,-7.954437,112.577761,0.5,commercial,802,197,middle,0.21,0.361,0.332,0.125
GRD-0398,Malang,Kedungkandang,-7.994716,112.673585,0.5,mixed,3059,842,middle,0.191,0.379,0.318,0.1
GRD-0399,Malang,Blimbing,-7.996868,112.589192,0.5,mixed,2266,663,middle,0.173,0.379,0.349,0.127
GRD-0400,Malang,Kedungkandang,-7.949865,112.662222,0.5,residential,5010,1408,middle,0.225,0.314,0.326,0.165
GRD-0401,Malang,Blimbing,-8.012217,112.603024,0.5,mixed,2167,502,upper_middle,0.191,0.325,0.309,0.146
GRD-0402,Malang,Sukun,-7.96597,112.607607,0.5,mixed,3002,699,middle,0.173,0.336,0.349,0.093
GRD-0403,Malang,Sukun,-7.960209,112.589706,0.5,mixed,3381,912,middle,0.186,0.352,0.326,0.107
GRD-0404,Malang,Blimbing,-7.928573,112.590665,0.5,office,694,156,middle,0.096,0.475,0.402,0.06
GRD-0405,Malang,Kedungkandang,-7.94773,112.659432,0.5,residential,4966,1212,lower_middle,0.221,0.303,0.33,0.16
GRD-0406,Malang,Klojen,-7.962627,112.638293,0.5,mixed,2098,649,lower_middle,0.176,0.376,0.339,0.14
GRD-0407,Malang,Klojen,-8.013497,112.592455,0.5,residential,4276,1058,upper_middle,0.258,0.281,0.297,0.121
GRD-0408,Malang,Klojen,-7.995554,112.614169,0.5,commercial,962,292,lower_middle,0.217,0.343,0.32,0.094
GRD-0409,Malang,Sukun,-7.905214,112.626872,0.5,residential,2621,774,middle,0.256,0.283,0.329,0.165
GRD-0410,Malang,Klojen,-7.934363,112.67551,0.5,residential,4780,1409,upper_middle,0.248,0.326,0.33,0.126
GRD-0411,Malang,Kedungkandang,-7.996363,112.676594,0.5,residential,4698,1133,middle,0.259,0.274,0.304,0.133
GRD-0412,Malang,Klojen,-8.018039,112.642451,0.5,commercial,920,205,low,0.209,0.342,0.351,0.11
GRD-0413,Malang,Blimbing,-8.024314,112.636433,0.5,commercial,380,106,middle,0.193,0.326,0.341,0.119
GRD-0414,Malang,Lowokwaru,-7.944061,112.577179,0.5,residential,2590,612,lower_middle,0.249,0.3,0.348,0.159
GRD-0415,Malang,Blimbing,-7.960215,112.694872,0.5,residential,5026,1241,lower_middle,0.241,0.326,0.342,0.142
GRD-0416,Malang,Klojen,-7.912622,112.638449,0.5,residential,2379,594,upper_middle,0.225,0.309,0.291,0.148
GRD-0417,Malang,Klojen,-8.020754,112.658642,0.5,commercial,517,122,middle,0.183,0.368,0.326,0.139
GRD-0418,Malang,Blimbing,-8.02288,112.605156,0.5,residential,4602,1088,upper_middle,0.256,0.306,0.31,0.117
GRD-0419,Malang,Blimbing,-7.954555,112.61199,0.5,commercial,383,89,low,0.207,0.367,0.301,0.119
GRD-0420,Malang,Klojen,-7.962061,112.634777,0.5,mixed,2362,562,upper_middle,0.212,0.332,0.338,0.121
GRD-0421,Malang,Kedungkandang,-7.981952,112.670421,0.5,mixed,1937,482,high,0.217,0.341,0.3,0.104
GRD-0422,Malang,Klojen,-7.970677,112.611163,0.5,commercial,1339,334,middle,0.182,0.323,0.307,0.099
GRD-0423,Malang,Sukun,-7.997182,112.682277,0.5,residential,4544,1309,lower_middle,0.225,0.307,0.343,0.137
GRD-0424,Malang,Kedungkandang,-7.960004,112.652069,0.5,residential,5017,1150,low,0.253,0.306,0.31,0.122
GRD-0425,Malang,Klojen,-7.920474,112.608616,0.5,residential,2201,631,lower_middle,0.238,0.299,0.343,0.119
GRD-0426,Malang,Sukun,-7.949649,112.573698,0.5,residential,3674,1092,lower_middle,0.252,0.274,0.298,0.161
GRD-0427,Malang,Blimbing,-7.929023,112.653088,0.5,residential,3008,698,high,0.215,0.321,0.319,0.17
GRD-0428,Malang,Blimbing,-8.008038,112.658056,0.5,residential,3553,1018,middle,0.266,0.327,0.345,0.164
GRD-0429,Malang,Sukun,-7.955419,112.672179,0.5,mixed,1337,314,lower_middle,0.212,0.326,0.33,0.095
GRD-0430,Malang,Sukun,-8.017873,112.613282,0.5,office,394,119,middle,0.099,0.438,0.392,0.091
GRD-0431,Malang,Sukun,-7.95827,112.687,0.5,commercial,678,165,middle,0.17,0.358,0.323,0.131
GRD-0432,Malang,Blimbing,-7.922604,112.619211,0.5,mixed,3421,787,low,0.214,0.323,0.357,0.13
GRD-0433,Malang,Blimbing,-7.928443,112.678602,0.5,commercial,1050,255,middle,0.204,0.366,0.308,0.11
GRD-0434,Malang,Kedungkandang,-8.003913,112.604877,0.5,mixed,2059,580,lower_middle,0.211,0.337,0.304,0.111
GRD-0435,Malang,Klojen,-7.973938,112.58882,0.5,commercial,898,212,middle,0.227,0.369,0.356,0.094
GRD-0436,Malang,Klojen,-7.95102,112.574557,0.5,residential,2532,757,lower_middle,0.219,0.279,0.302,0.167
GRD-0437,Malang,Kedungkandang,-7.961844,112.624297,0.5,office,604,187,upper_middle,0.081,0.421,0.398,0.09
GRD-0438,Malang,Kedungkandang,-7.9276,112.609017,0.5,residential,4446,1143,middle,0.243,0.297,0.324,0.164
