outlet_id,brand,date,day_of_week,daypart,estimated_visits,estimated_transactions,avg_basket_size_idr,estimated_revenue_idr
MRG-009,Marugame Udon,2026-08-28,Friday,breakfast,57,31,82160,2546960
MRG-009,Marugame Udon,2026-08-28,Friday,lunch,429,280,88863,24881640
MRG-009,Marugame Udon,2026-08-28,Friday,afternoon,168,138,68977,9518826
MRG-009,Marugame Udon,2026-08-28,Friday,dinner,470,380,73531,27941780
MRG-009,Marugame Udon,2026-08-28,Friday,late_night,98,54,85128,4596912
MRG-009,Marugame Udon,2026-08-29,Saturday,breakfast,64,40,74826,2993040
MRG-009,Marugame Udon,2026-08-29,Saturday,lunch,462,352,80773,28432096
MRG-009,Marugame Udon,2026-08-29,Saturday,afternoon,187,142,69858,9919836
MRG-009,Marugame Udon,2026-08-29,Saturday,dinner,467,294,94674,27834156
MRG-009,Marugame Udon,2026-08-29,Saturday,late_night,135,96,69183,6641568
MRG-010,Marugame Udon,2026-06-01,Monday,breakfast,63,52,101645,5285540
MRG-010,Marugame Udon,2026-06-01,Monday,lunch,445,281,102510,28805310
MRG-010,Marugame Udon,2026-06-01,Monday,afternoon,133,102,90560,9237120
MRG-010,Marugame Udon,2026-06-01,Monday,dinner,411,274,81394,22301956
MRG-010,Marugame Udon,2026-06-01,Monday,late_night,160,107,79198,8474186
MRG-010,Marugame Udon,2026-06-02,Tuesday,breakfast,74,59,97698,5764182
MRG-010,Marugame Udon,2026-06-02,Tuesday,lunch,410,227,98879,22445533
MRG-010,Marugame Udon,2026-06-02,Tuesday,afternoon,159,119,78867,9385173
MRG-010,Marugame Udon,2026-06-02,Tuesday,dinner,363,257,92495,23771215
MRG-010,Marugame Udon,2026-06-02,Tuesday,late_night,100,64,89584,5733376
MRG-010,Marugame Udon,2026-06-03,Wednesday,breakfast,53,29,74003,2146087
MRG-010,Marugame Udon,2026-06-03,Wednesday,lunch,437,299,93434,27936766
MRG-010,Marugame Udon,2026-06-03,Wednesday,afternoon,111,92,97261,8948012
MRG-010,Marugame Udon,2026-06-03,Wednesday,dinner,321,208,97667,20314736
MRG-010,Marugame Udon,2026-06-03,Wednesday,late_night,108,85,95515,8118775
MRG-010,Marugame Udon,2026-06-04,Thursday,breakfast,52,34,90125,3064250
MRG-010,Marugame Udon,2026-06-04,Thursday,lunch,345,224,88066,19726784
MRG-010,Marugame Udon,2026-06-04,Thursday,afternoon,124,70,88647,6205290
MRG-010,Marugame Udon,2026-06-04,Thursday,dinner,335,280,90713,25399640
MRG-010,Marugame Udon,2026-06-04,Thursday,late_night,90,71,80195,5693845
MRG-010,Marugame Udon,2026-06-05,Friday,breakfast,55,43,93481,4019683
MRG-010,Marugame Udon,2026-06-05,Friday,lunch,419,242,79831,19319102
MRG-010,Marugame Udon,2026-06-05,Friday,afternoon,171,123,96176,11829648
MRG-010,Marugame Udon,2026-06-05,Friday,dinner,439,251,85460,21450460
MRG-010,Marugame Udon,2026-06-05,Friday,late_night,108,63,98026,6175638
MRG-010,Marugame Udon,2026-06-06,Saturday,breakfast,92,70,82109,5747630
MRG-010,Marugame Udon,2026-06-06,Saturday,lunch,588,343,88678,30416554
MRG-010,Marugame Udon,2026-06-06,Saturday,afternoon,198,141,103743,14627763
MRG-010,Marugame Udon,2026-06-06,Saturday,dinner,465,372,87429,32523588
MRG-010,Marugame Udon,2026-06-06,Saturday,late_night,148,99,103454,10241946
MRG-010,Marugame Udon,2026-06-07,Sunday,breakfast,69,44,99620,4383280
MRG-010,Marugame Udon,2026-06-07,Sunday,lunch,690,406,84572,34336232
MRG-010,Marugame Udon,2026-06-07,Sunday,afternoon,155,103,78008,8034824
MRG-010,Marugame Udon,2026-06-07,Sunday,dinner,473,389,81823,31829147
MRG-010,Marugame Udon,2026-06-07,Sunday,late_night,129,107,101350,10844450
MRG-010,Marugame Udon,2026-06-08,Monday,breakfast,54,34,96136,3268624
MRG-010,Marugame Udon,2026-06-08,Monday,lunch,501,402,100423,40370046
MRG-010,Marugame Udon,2026-06-08,Monday,afternoon,153,85,94089,7997565
MRG-010,Marugame Udon,2026-06-08,Monday,dinner,457,337,83215,28043455
MRG-010,Marugame Udon,2026-06-08,Monday,late_night,120,70,86040,6022800
MRG-010,Marugame Udon,2026-06-09,Tuesday,breakfast,69,44,90535,3983540
MRG-010,Marugame Udon,2026-06-09,Tuesday,lunch,606,456,81837,37317672
MRG-010,Marugame Udon,2026-06-09,Tuesday,afternoon,151,114,91358,10414812
MRG-010,Marugame Udon,2026-06-09,Tuesday,dinner,442,293,77624,22743832
MRG-010,Marugame Udon,2026-06-09,Tuesday,late_night,113,84,83332,6999888
MRG-010,Marugame Udon,2026-06-10,Wednesday,breakfast,74,59,78816,4650144
MRG-010,Marugame Udon,2026-06-10,Wednesday,lunch,535,435,103760,45135600
MRG-010,Marugame Udon,2026-06-10,Wednesday,afternoon,188,144,97968,14107392
MRG-010,Marugame Udon,2026-06-10,Wednesday,dinner,586,367,90498,33212766
MRG-010,Marugame Udon,2026-06-10,Wednesday,late_night,161,132,89216,11776512
MRG-010,Marugame Udon,2026-06-11,Thursday,breakfast,55,36,75422,2715192
MRG-010,Marugame Udon,2026-06-11,Thursday,lunch,383,271,83099,22519829
MRG-010,Marugame Udon,2026-06-11,Thursday,afternoon,136,95,80635,7660325
MRG-010,Marugame Udon,2026-06-11,Thursday,dinner,495,355,76325,27095375
MRG-010,Marugame Udon,2026-06-11,Thursday,late_night,128,92,88518,8143656
MRG-010,Marugame Udon,2026-06-12,Friday,breakfast,68,39,82759,3227601
MRG-010,Marugame Udon,2026-06-12,Friday,lunch,415,299,95656,28601144
MRG-010,Marugame Udon,2026-06-12,Friday,afternoon,161,128,100739,12894592
MRG-010,Marugame Udon,2026-06-12,Friday,dinner,554,370,102808,38038960
MRG-010,Marugame Udon,2026-06-12,Friday,late_night,139,111,97455,10817505
MRG-010,Marugame Udon,2026-06-13,Saturday,breakfast,90,56,86891,4865896
MRG-010,Marugame Udon,2026-06-13,Saturday,lunch,738,616,88927,54779032
MRG-010,Marugame Udon,2026-06-13,Saturday,afternoon,201,145,89643,12998235
MRG-010,Marugame Udon,2026-06-13,Saturday,dinner,644,437,78128,34141936
MRG-010,Marugame Udon,2026-06-13,Saturday,late_night,226,135,103897,14026095
MRG-010,Marugame Udon,2026-06-14,Sunday,breakfast,86,65,96155,6250075
MRG-010,Marugame Udon,2026-06-14,Sunday,lunch,687,451,83611,37708561
MRG-010,Marugame Udon,2026-06-14,Sunday,afternoon,218,169,73699,12455131
MRG-010,Marugame Udon,2026-06-14,Sunday,dinner,446,318,85068,27051624
MRG-010,Marugame Udon,2026-06-14,Sunday,late_night,176,136,103782,14114352
MRG-010,Marugame Udon,2026-06-15,Monday,breakfast,65,47,73741,3465827
MRG-010,Marugame Udon,2026-06-15,Monday,lunch,485,378,90866,34347348
MRG-010,Marugame Udon,2026-06-15,Monday,afternoon,127,79,85956,6790524
MRG-010,Marugame Udon,2026-06-15,Monday,dinner,355,256,99591,25495296
MRG-010,Marugame Udon,2026-06-15,Monday,late_night,106,76,96120,7305120
MRG-010,Marugame Udon,2026-06-16,Tuesday,breakfast,51,38,79750,3030500
MRG-010,Marugame Udon,2026-06-16,Tuesday,lunch,429,342,94054,32166468
MRG-010,Marugame Udon,2026-06-16,Tuesday,afternoon,162,117,87582,10247094
MRG-010,Marugame Udon,2026-06-16,Tuesday,dinner,437,246,73909,18181614
MRG-010,Marugame Udon,2026-06-16,Tuesday,late_night,128,83,90114,7479462
MRG-010,Marugame Udon,2026-06-17,Wednesday,breakfast,59,47,101225,4757575
MRG-010,Marugame Udon,2026-06-17,Wednesday,lunch,522,443,85420,37841060
MRG-010,Marugame Udon,2026-06-17,Wednesday,afternoon,138,76,91733,6971708
MRG-010,Marugame Udon,2026-06-17,Wednesday,dinner,564,409,82049,33558041
MRG-010,Marugame Udon,2026-06-17,Wednesday,late_night,125,85,100636,8554060
MRG-010,Marugame Udon,2026-06-18,Thursday,breakfast,61,41,101826,4174866
MRG-010,Marugame Udon,2026-06-18,Thursday,lunch,526,302,76443,23085786
MRG-010,Marugame Udon,2026-06-18,Thursday,afternoon,171,127,94692,12025884
MRG-010,Marugame Udon,2026-06-18,Thursday,dinner,447,264,91024,24030336
MRG-010,Marugame Udon,2026-06-18,Thursday,late_night,153,91,74190,6751290
MRG-010,Marugame Udon,2026-06-19,Friday,breakfast,75,56,75714,4239984
MRG-010,Marugame Udon,2026-06-19,Friday,lunch,448,348,82061,28557228
MRG-010,Marugame Udon,2026-06-19,Friday,afternoon,154,105,85012,8926260
MRG-010,Marugame Udon,2026-06-19,Friday,dinner,482,351,82232,28863432
MRG-010,Marugame Udon,2026-06-19,Friday,late_night,154,97,85902,8332494
MRG-010,Marugame Udon,2026-06-20,Saturday,breakfast,92,53,90333,4787649
MRG-010,Marugame Udon,2026-06-20,Saturday,lunch,587,436,74125,32318500
MRG-010,Marugame Udon,2026-06-20,Saturday,afternoon,175,136,101240,13768640
MRG-010,Marugame Udon,2026-06-20,Saturday,dinner,641,381,77817,29648277
MRG-010,Marugame Udon,2026-06-20,Saturday,late_night,151,103,101610,10465830
MRG-010,Marugame Udon,2026-06-21,Sunday,breakfast,65,54,85498,4616892
MRG-010,Marugame Udon,2026-06-21,Sunday,lunch,502,328,100542,32977776
MRG-010,Marugame Udon,2026-06-21,Sunday,afternoon,194,146,101076,14757096
MRG-010,Marugame Udon,2026-06-21,Sunday,dinner,561,441,84510,37268910
MRG-010,Marugame Udon,2026-06-21,Sunday,late_night,193,129,78484,10124436
MRG-010,Marugame Udon,2026-06-22,Monday,breakfast,68,46,73895,3399170
MRG-010,Marugame Udon,2026-06-22,Monday,lunch,460,338,103734,35062092
MRG-010,Marugame Udon,2026-06-22,Monday,afternoon,178,105,94902,9964710
MRG-010,Marugame Udon,2026-06-22,Monday,dinner,428,250,86334,21583500
MRG-010,Marugame Udon,2026-06-22,Monday,late_night,120,72,92789,6680808
MRG-010,Marugame Udon,2026-06-23,Tuesday,breakfast,62,39,99907,3896373
MRG-010,Marugame Udon,2026-06-23,Tuesday,lunch,444,361,75484,27249724
MRG-010,Marugame Udon,2026-06-23,Tuesday,afternoon,152,93,81660,7594380
MRG-010,Marugame Udon,2026-06-23,Tuesday,dinner,411,232,77514,17983248
MRG-010,Marugame Udon,2026-06-23,Tuesday,late_night,109,64,76267,4881088
MRG-010,Marugame Udon,2026-06-24,Wednesday,breakfast,64,52,79719,4145388
MRG-010,Marugame Udon,2026-06-24,Wednesday,lunch,497,358,103664,37111712
MRG-010,Marugame Udon,2026-06-24,Wednesday,afternoon,142,81,76355,6184755
MRG-010,Marugame Udon,2026-06-24,Wednesday,dinner,320,262,102339,26812818
MRG-010,Marugame Udon,2026-06-24,Wednesday,late_night,122,67,95939,6427913
MRG-010,Marugame Udon,2026-06-25,Thursday,breakfast,58,48,97045,4658160
MRG-010,Marugame Udon,2026-06-25,Thursday,lunch,523,440,81479,35850760
MRG-010,Marugame Udon,2026-06-25,Thursday,afternoon,144,81,100181,8114661
MRG-010,Marugame Udon,2026-06-25,Thursday,dinner,468,382,103309,39464038
MRG-010,Marugame Udon,2026-06-25,Thursday,late_night,122,75,92864,6964800
MRG-010,Marugame Udon,2026-06-26,Friday,breakfast,73,42,76311,3205062
MRG-010,Marugame Udon,2026-06-26,Friday,lunch,421,277,95446,26438542
MRG-010,Marugame Udon,2026-06-26,Friday,afternoon,166,140,102871,14401940
MRG-010,Marugame Udon,2026-06-26,Friday,dinner,400,321,81507,26163747
MRG-010,Marugame Udon,2026-06-26,Friday,late_night,116,97,76158,7387326
MRG-010,Marugame Udon,2026-06-27,Saturday,breakfast,101,60,83277,4996620
MRG-010,Marugame Udon,2026-06-27,Saturday,lunch,637,480,98687,47369760
MRG-010,Marugame Udon,2026-06-27,Saturday,afternoon,255,154,87377,13456058
MRG-010,Marugame Udon,2026-06-27,Saturday,dinner,559,373,86323,32198479
MRG-010,Marugame Udon,2026-06-27,Saturday,late_night,224,186,101896,18952656
MRG-010,Marugame Udon,2026-06-28,Sunday,breakfast,111,89,82010,7298890
MRG-010,Marugame Udon,2026-06-28,Sunday,lunch,594,491,100302,49248282
MRG-010,Marugame Udon,2026-06-28,Sunday,afternoon,260,174,90188,15692712
MRG-010,Marugame Udon,2026-06-28,Sunday,dinner,661,530,97597,51726410
MRG-010,Marugame Udon,2026-06-28,Sunday,late_night,172,118,76081,8977558
MRG-010,Marugame Udon,2026-06-29,Monday,breakfast,47,28,74095,2074660
MRG-010,Marugame Udon,2026-06-29,Monday,lunch,423,351,98087,34428537
MRG-010,Marugame Udon,2026-06-29,Monday,afternoon,127,91,103762,9442342
MRG-010,Marugame Udon,2026-06-29,Monday,dinner,480,282,83136,23444352
MRG-010,Marugame Udon,2026-06-29,Monday,late_night,104,63,75266,4741758
MRG-010,Marugame Udon,2026-06-30,Tuesday,breakfast,79,61,90246,5505006
MRG-010,Marugame Udon,2026-06-30,Tuesday,lunch,615,366,83836,30683976
MRG-010,Marugame Udon,2026-06-30,Tuesday,afternoon,173,138,91972,12692136
MRG-010,Marugame Udon,2026-06-30,Tuesday,dinner,528,316,81425,25730300
MRG-010,Marugame Udon,2026-06-30,Tuesday,late_night,152,84,85758,7203672
MRG-010,Marugame Udon,2026-07-01,Wednesday,breakfast,76,56,76306,4273136
MRG-010,Marugame Udon,2026-07-01,Wednesday,lunch,438,329,92210,30337090
MRG-010,Marugame Udon,2026-07-01,Wednesday,afternoon,180,128,76074,9737472
MRG-010,Marugame Udon,2026-07-01,Wednesday,dinner,408,254,99631,25306274
MRG-010,Marugame Udon,2026-07-01,Wednesday,late_night,132,84,83869,7044996
MRG-010,Marugame Udon,2026-07-02,Thursday,breakfast,60,48,88882,4266336
MRG-010,Marugame Udon,2026-07-02,Thursday,lunch,436,248,89310,22148880
MRG-010,Marugame Udon,2026-07-02,Thursday,afternoon,163,110,74343,8177730
MRG-010,Marugame Udon,2026-07-02,Thursday,dinner,444,278,97113,26997414
MRG-010,Marugame Udon,2026-07-02,Thursday,late_night,123,71,76694,5445274
MRG-010,Marugame Udon,2026-07-03,Friday,breakfast,46,36,84891,3056076
MRG-010,Marugame Udon,2026-07-03,Friday,lunch,370,286,76134,21774324
MRG-010,Marugame Udon,2026-07-03,Friday,afternoon,145,90,74528,6707520
MRG-010,Marugame Udon,2026-07-03,Friday,dinner,420,237,92175,21845475
MRG-010,Marugame Udon,2026-07-03,Friday,late_night,130,88,98619,8678472
MRG-010,Marugame Udon,2026-07-04,Saturday,breakfast,68,51,93102,4748202
MRG-010,Marugame Udon,2026-07-04,Saturday,lunch,609,344,75412,25941728
MRG-010,Marugame Udon,2026-07-04,Saturday,afternoon,166,141,79754,11245314
MRG-010,Marugame Udon,2026-07-04,Saturday,dinner,581,415,91597,38012755
MRG-010,Marugame Udon,2026-07-04,Saturday,late_night,166,139,76071,10573869
MRG-010,Marugame Udon,2026-07-05,Sunday,breakfast,77,42,82670,3472140
MRG-010,Marugame Udon,2026-07-05,Sunday,lunch,846,671,80938,54309398
MRG-010,Marugame Udon,2026-07-05,Sunday,afternoon,250,174,76638,13335012
MRG-010,Marugame Udon,2026-07-05,Sunday,dinner,749,583,90461,52738763
MRG-010,Marugame Udon,2026-07-05,Sunday,late_night,155,120,100463,12055560
MRG-010,Marugame Udon,2026-07-06,Monday,breakfast,79,47,103588,4868636
MRG-010,Marugame Udon,2026-07-06,Monday,lunch,495,378,103287,39042486
MRG-010,Marugame Udon,2026-07-06,Monday,afternoon,198,151,81474,12302574
MRG-010,Marugame Udon,2026-07-06,Monday,dinner,500,317,103300,32746100
MRG-010,Marugame Udon,2026-07-06,Monday,late_night,136,96,99939,9594144
MRG-010,Marugame Udon,2026-07-07,Tuesday,breakfast,76,43,102694,4415842
MRG-010,Marugame Udon,2026-07-07,Tuesday,lunch,515,335,78662,26351770
MRG-010,Marugame Udon,2026-07-07,Tuesday,afternoon,147,101,78687,7947387
MRG-010,Marugame Udon,2026-07-07,Tuesday,dinner,512,414,87091,36055674
MRG-010,Marugame Udon,2026-07-07,Tuesday,late_night,158,109,97272,10602648
MRG-010,Marugame Udon,2026-07-08,Wednesday,breakfast,54,33,77034,2542122
MRG-010,Marugame Udon,2026-07-08,Wednesday,lunch,486,329,90393,29739297
MRG-010,Marugame Udon,2026-07-08,Wednesday,afternoon,159,124,87890,10898360
MRG-010,Marugame Udon,2026-07-08,Wednesday,dinner,525,309,79789,24654801
MRG-010,Marugame Udon,2026-07-08,Wednesday,late_night,137,106,92856,9842736
MRG-010,Marugame Udon,2026-07-09,Thursday,breakfast,61,47,89876,4224172
MRG-010,Marugame Udon,2026-07-09,Thursday,lunch,468,374,74862,27998388
MRG-010,Marugame Udon,2026-07-09,Thursday,afternoon,171,122,76855,9376310
MRG-010,Marugame Udon,2026-07-09,Thursday,dinner,504,304,82336,25030144
MRG-010,Marugame Udon,2026-07-09,Thursday,late_night,100,76,90287,6861812
MRG-010,Marugame Udon,2026-07-10,Friday,breakfast,68,57,74594,4251858
MRG-010,Marugame Udon,2026-07-10,Friday,lunch,460,288,99963,28789344
MRG-010,Marugame Udon,2026-07-10,Friday,afternoon,146,113,80107,9052091
MRG-010,Marugame Udon,2026-07-10,Friday,dinner,467,282,103060,29062920
MRG-010,Marugame Udon,2026-07-10,Friday,late_night,118,85,97574,8293790
MRG-010,Marugame Udon,2026-07-11,Saturday,breakfast,89,59,84325,4975175
MRG-010,Marugame Udon,2026-07-11,Saturday,lunch,625,418,87956,36765608
MRG-010,Marugame Udon,2026-07-11,Saturday,afternoon,192,131,94338,12358278
MRG-010,Marugame Udon,2026-07-11,Saturday,dinner,484,356,77229,27493524
MRG-010,Marugame Udon,2026-07-11,Saturday,late_night,172,145,101885,14773325
MRG-010,Marugame Udon,2026-07-12,Sunday,breakfast,108,89,76351,6795239
MRG-010,Marugame Udon,2026-07-12,Sunday,lunch,574,335,85967,28798945
MRG-010,Marugame Udon,2026-07-12,Sunday,afternoon,202,119,75844,9025436
MRG-010,Marugame Udon,2026-07-12,Sunday,dinner,638,352,79632,28030464
MRG-010,Marugame Udon,2026-07-12,Sunday,late_night,150,124,98302,12189448
MRG-010,Marugame Udon,2026-07-13,Monday,breakfast,58,45,82192,3698640
MRG-010,Marugame Udon,2026-07-13,Monday,lunch,435,336,77051,25889136
MRG-010,Marugame Udon,2026-07-13,Monday,afternoon,157,96,77792,7468032
MRG-010,Marugame Udon,2026-07-13,Monday,dinner,460,293,75639,22162227
MRG-010,Marugame Udon,2026-07-13,Monday,late_night,104,66,76888,5074608
MRG-010,Marugame Udon,2026-07-14,Tuesday,breakfast,70,40,74108,2964320
MRG-010,Marugame Udon,2026-07-14,Tuesday,lunch,546,307,76700,23546900
MRG-010,Marugame Udon,2026-07-14,Tuesday,afternoon,175,116,95462,11073592
MRG-010,Marugame Udon,2026-07-14,Tuesday,dinner,486,371,103633,38447843
MRG-010,Marugame Udon,2026-07-14,Tuesday,late_night,135,90,97721,8794890
MRG-010,Marugame Udon,2026-07-15,Wednesday,breakfast,67,49,83645,4098605
MRG-010,Marugame Udon,2026-07-15,Wednesday,lunch,414,238,73734,17548692
MRG-010,Marugame Udon,2026-07-15,Wednesday,afternoon,114,66,96716,6383256
MRG-010,Marugame Udon,2026-07-15,Wednesday,dinner,481,325,96948,31508100
MRG-010,Marugame Udon,2026-07-15,Wednesday,late_night,101,70,98151,6870570
MRG-010,Marugame Udon,2026-07-16,Thursday,breakfast,79,46,87965,4046390
MRG-010,Marugame Udon,2026-07-16,Thursday,lunch,541,349,96833,33794717
MRG-010,Marugame Udon,2026-07-16,Thursday,afternoon,191,112,97000,10864000
MRG-010,Marugame Udon,2026-07-16,Thursday,dinner,567,466,83631,38972046
MRG-010,Marugame Udon,2026-07-16,Thursday,late_night,117,72,84923,6114456
MRG-010,Marugame Udon,2026-07-17,Friday,breakfast,65,42,81511,3423462
MRG-010,Marugame Udon,2026-07-17,Friday,lunch,473,393,75022,29483646
MRG-010,Marugame Udon,2026-07-17,Friday,afternoon,167,121,78514,9500194
MRG-010,Marugame Udon,2026-07-17,Friday,dinner,501,278,82604,22963912
MRG-010,Marugame Udon,2026-07-17,Friday,late_night,120,93,99188,9224484
MRG-010,Marugame Udon,2026-07-18,Saturday,breakfast,76,59,87847,5182973
MRG-010,Marugame Udon,2026-07-18,Saturday,lunch,516,293,76724,22480132
MRG-010,Marugame Udon,2026-07-18,Saturday,afternoon,197,111,88802,9857022
MRG-010,Marugame Udon,2026-07-18,Saturday,dinner,495,329,81631,26856599
MRG-010,Marugame Udon,2026-07-18,Saturday,late_night,176,124,93082,11542168
MRG-010,Marugame Udon,2026-07-19,Sunday,breakfast,85,48,76602,3676896
MRG-010,Marugame Udon,2026-07-19,Sunday,lunch,561,473,89712,42433776
MRG-010,Marugame Udon,2026-07-19,Sunday,afternoon,212,173,82630,14294990
MRG-010,Marugame Udon,2026-07-19,Sunday,dinner,462,295,99312,29297040
MRG-010,Marugame Udon,2026-07-19,Sunday,late_night,172,129,85262,10998798
MRG-010,Marugame Udon,2026-07-20,Monday,breakfast,50,31,96434,2989454
MRG-010,Marugame Udon,2026-07-20,Monday,lunch,471,315,78112,24605280
MRG-010,Marugame Udon,2026-07-20,Monday,afternoon,135,96,98925,9496800
MRG-010,Marugame Udon,2026-07-20,Monday,dinner,484,331,86636,28676516
MRG-010,Marugame Udon,2026-07-20,Monday,late_night,98,66,100698,6646068
MRG-010,Marugame Udon,2026-07-21,Tuesday,breakfast,58,48,99706,4785888
MRG-010,Marugame Udon,2026-07-21,Tuesday,lunch,557,463,79954,37018702
MRG-010,Marugame Udon,2026-07-21,Tuesday,afternoon,165,136,88069,11977384
MRG-010,Marugame Udon,2026-07-21,Tuesday,dinner,510,335,77441,25942735
MRG-010,Marugame Udon,2026-07-21,Tuesday,late_night,156,105,88920,9336600
MRG-010,Marugame Udon,2026-07-22,Wednesday,breakfast,52,42,94685,3976770
MRG-010,Marugame Udon,2026-07-22,Wednesday,lunch,542,382,102025,38973550
MRG-010,Marugame Udon,2026-07-22,Wednesday,afternoon,183,133,80727,10736691
MRG-010,Marugame Udon,2026-07-22,Wednesday,dinner,367,238,84874,20200012
MRG-010,Marugame Udon,2026-07-22,Wednesday,late_night,114,62,97539,6047418
MRG-010,Marugame Udon,2026-07-23,Thursday,breakfast,79,57,78030,4447710
MRG-010,Marugame Udon,2026-07-23,Thursday,lunch,454,306,76180,23311080
MRG-010,Marugame Udon,2026-07-23,Thursday,afternoon,189,137,87265,11955305
MRG-010,Marugame Udon,2026-07-23,Thursday,dinner,561,439,83169,36511191
MRG-010,Marugame Udon,2026-07-23,Thursday,late_night,145,111,86117,9558987
MRG-010,Marugame Udon,2026-07-24,Friday,breakfast,55,40,87690,3507600
MRG-010,Marugame Udon,2026-07-24,Friday,lunch,459,299,78454,23457746
MRG-010,Marugame Udon,2026-07-24,Friday,afternoon,152,110,99797,10977670
MRG-010,Marugame Udon,2026-07-24,Friday,dinner,349,273,81513,22253049
MRG-010,Marugame Udon,2026-07-24,Friday,late_night,126,87,99726,8676162
MRG-010,Marugame Udon,2026-07-25,Saturday,breakfast,79,60,79105,4746300
MRG-010,Marugame Udon,2026-07-25,Saturday,lunch,767,462,93151,43035762
MRG-010,Marugame Udon,2026-07-25,Saturday,afternoon,222,129,75914,9792906
MRG-010,Marugame Udon,2026-07-25,Saturday,dinner,643,425,100535,42727375
MRG-010,Marugame Udon,2026-07-25,Saturday,late_night,181,106,88552,9386512
MRG-010,Marugame Udon,2026-07-26,Sunday,breakfast,69,44,92342,4063048
MRG-010,Marugame Udon,2026-07-26,Sunday,lunch,655,382,81772,31236904
MRG-010,Marugame Udon,2026-07-26,Sunday,afternoon,207,149,80695,12023555
MRG-010,Marugame Udon,2026-07-26,Sunday,dinner,563,468,98975,46320300
MRG-010,Marugame Udon,2026-07-26,Sunday,late_night,200,110,91363,10049930
MRG-010,Marugame Udon,2026-07-27,Monday,breakfast,61,49,96286,4718014
MRG-010,Marugame Udon,2026-07-27,Monday,lunch,639,540,97737,52777980
MRG-010,Marugame Udon,2026-07-27,Monday,afternoon,135,114,100641,11473074
MRG-010,Marugame Udon,2026-07-27,Monday,dinner,429,287,88663,25446281
MRG-010,Marugame Udon,2026-07-27,Monday,late_night,116,78,74406,5803668
MRG-010,Marugame Udon,2026-07-28,Tuesday,breakfast,55,44,74225,3265900
MRG-010,Marugame Udon,2026-07-28,Tuesday,lunch,377,320,85770,27446400
MRG-010,Marugame Udon,2026-07-28,Tuesday,afternoon,117,95,74832,7109040
MRG-010,Marugame Udon,2026-07-28,Tuesday,dinner,367,203,74637,15151311
MRG-010,Marugame Udon,2026-07-28,Tuesday,late_night,115,70,86170,6031900
MRG-010,Marugame Udon,2026-07-29,Wednesday,breakfast,57,36,91153,3281508
MRG-010,Marugame Udon,2026-07-29,Wednesday,lunch,550,444,86998,38627112
MRG-010,Marugame Udon,2026-07-29,Wednesday,afternoon,156,122,86776,10586672
MRG-010,Marugame Udon,2026-07-29,Wednesday,dinner,398,285,90011,25653135
MRG-010,Marugame Udon,2026-07-29,Wednesday,late_night,150,83,85698,7112934
MRG-010,Marugame Udon,2026-07-30,Thursday,breakfast,65,38,84246,3201348
MRG-010,Marugame Udon,2026-07-30,Thursday,lunch,601,477,90318,43081686
MRG-010,Marugame Udon,2026-07-30,Thursday,afternoon,146,106,96022,10178332
MRG-010,Marugame Udon,2026-07-30,Thursday,dinner,451,310,78430,24313300
MRG-010,Marugame Udon,2026-07-30,Thursday,late_night,160,96,99752,9576192
MRG-010,Marugame Udon,2026-07-31,Friday,breakfast,59,47,80377,3777719
MRG-010,Marugame Udon,2026-07-31,Friday,lunch,465,297,97060,28826820
MRG-010,Marugame Udon,2026-07-31,Friday,afternoon,156,88,98820,8696160
MRG-010,Marugame Udon,2026-07-31,Friday,dinner,439,301,93224,28060424
MRG-010,Marugame Udon,2026-07-31,Friday,late_night,130,89,78679,7002431
MRG-010,Marugame Udon,2026-08-01,Saturday,breakfast,85,51,88474,4512174
MRG-010,Marugame Udon,2026-08-01,Saturday,lunch,722,532,84969,45203508
MRG-010,Marugame Udon,2026-08-01,Saturday,afternoon,213,117,99691,11663847
MRG-010,Marugame Udon,2026-08-01,Saturday,dinner,617,490,86335,42304150
MRG-010,Marugame Udon,2026-08-01,Saturday,late_night,180,118,86156,10166408
MRG-010,Marugame Udon,2026-08-02,Sunday,breakfast,83,59,93807,5534613
MRG-010,Marugame Udon,2026-08-02,Sunday,lunch,856,615,99183,60997545
MRG-010,Marugame Udon,2026-08-02,Sunday,afternoon,201,113,79284,8959092
MRG-010,Marugame Udon,2026-08-02,Sunday,dinner,561,371,98664,36604344
MRG-010,Marugame Udon,2026-08-02,Sunday,late_night,177,140,92430,12940200
MRG-010,Marugame Udon,2026-08-03,Monday,breakfast,61,50,91371,4568550
MRG-010,Marugame Udon,2026-08-03,Monday,lunch,396,236,102661,24227996
MRG-010,Marugame Udon,2026-08-03,Monday,afternoon,129,77,102670,7905590
MRG-010,Marugame Udon,2026-08-03,Monday,dinner,377,214,78308,16757912
MRG-010,Marugame Udon,2026-08-03,Monday,late_night,113,84,83688,7029792
MRG-010,Marugame Udon,2026-08-04,Tuesday,breakfast,58,42,95756,4021752
MRG-010,Marugame Udon,2026-08-04,Tuesday,lunch,646,410,97782,40090620
MRG-010,Marugame Udon,2026-08-04,Tuesday,afternoon,183,102,99574,10156548
MRG-010,Marugame Udon,2026-08-04,Tuesday,dinner,513,407,98156,39949492
MRG-010,Marugame Udon,2026-08-04,Tuesday,late_night,129,101,92554,9347954
MRG-010,Marugame Udon,2026-08-05,Wednesday,breakfast,62,50,82570,4128500
